t_s,status,latency_ms,note
176.612,200,209.08,
176.818,200,206.39,
177.045,200,226.28,
177.252,200,207.77,
177.476,200,223.65,
177.686,200,210.36,
177.891,200,204.82,
178.104,200,212.88,
178.309,200,204.91,
178.518,200,208.62,
178.756,200,238.47,
179.071,200,314.4,
179.345,200,274.04,
179.735,200,390.3,
179.95,200,214.68,
180.175,200,224.89,
180.402,200,227.75,
180.649,200,246.59,
180.865,200,215.66,
181.134,200,269.28,
181.36,200,226.37,
181.58,200,219.34,
181.787,200,207.43,
182.003,200,215.37,
182.213,200,210.64,
182.428,200,214.98,
182.63,200,202.06,
182.834,200,203.3,
183.048,200,214.47,
183.252,200,203.9,
183.463,200,210.71,
183.664,200,200.96,
183.87,200,206.49,
184.081,200,211.03,
184.289,200,207.28,
184.504,200,215.48,
184.709,200,204.71,
184.916,200,207.28,
185.148,200,231.33,
185.354,200,206.04,
185.567,200,213.18,
185.786,200,219.66,
186.002,200,215.69,
186.211,200,208.49,
186.443,200,232.44,
186.649,200,206.12,
186.854,200,204.33,
187.057,200,203.2,
187.265,200,208.35,
187.465,200,199.95,
187.673,200,208.3,
187.882,200,208.62,
188.086,200,204.1,
188.299,200,212.71,
188.503,200,204.16,
188.713,200,209.72,
188.925,200,211.8,
189.127,200,201.81,
189.349,200,222.42,
189.555,200,205.62,
189.754,200,199.03,
189.962,200,208.35,
190.206,200,243.59,
190.428,200,221.88,
190.64,200,212.35,
190.861,200,221.2,
191.076,200,214.89,
191.323,200,247.0,
191.571,200,248.1,
191.795,200,223.51,
192.032,200,237.33,
192.24,200,208.23,
192.452,200,211.5,
192.662,200,210.53,
192.874,200,211.14,
193.097,200,223.08,
193.311,200,214.75,
193.527,200,215.78,
193.865,200,338.13,
194.129,200,264.05,
194.588,200,458.55,
194.792,200,204.31,
195.0,200,207.96,
195.24,200,239.76,
195.445,200,205.29,
195.646,200,200.61,
195.88,200,233.77,
196.082,200,202.68,
196.299,200,216.57,
196.5,200,201.3,
196.713,200,213.03,
196.926,200,212.98,
197.142,200,215.92,
197.364,200,221.99,
197.584,200,220.06,
197.799,200,214.28,
198.03,200,231.54,
198.245,200,214.47,
198.461,200,216.01,
198.669,200,207.75,
198.883,200,214.57,
199.1,200,216.52,
199.306,200,206.73,
199.527,200,220.74,
199.74,200,212.83,
199.95,200,209.76,
200.257,200,306.84,
200.467,200,209.82,
200.684,200,217.04,
200.907,200,223.86,
201.118,200,210.22,
201.334,200,215.95,
201.558,200,224.58,
201.766,200,207.32,
201.984,200,218.85,
202.196,200,211.21,
202.405,200,209.75,
202.608,200,202.02,
202.81,200,202.14,
203.024,200,213.95,
203.229,200,205.38,
203.44,200,210.46,
